AMKA,first_name,last_name,date_of_birth,email,phone_number,hire_date,staff_type
60478421702,Evangelos,Tsoukalas,1971-03-21,evangelos.tsoukalas@ygeiopolis.gr,6951622593,2024-04-04,Doctor
82089348688,Georgia,Alexiou,1986-02-24,georgia.alexiou@ygeiopolis.gr,6990624672,2023-06-11,Doctor
16091141319,Foteini,Chronopoulou,1985-03-28,foteini.chronopoulou@ygeiopolis.gr,6959236133,2020-04-30,Doctor
52304588165,Ariadni,Papadopoulou,1995-05-23,ariadni.papadopoulou@ygeiopolis.gr,6925447241,2021-11-29,Doctor
03440966177,Aristeidis,Spanos,1993-06-11,aristeidis.spanos@ygeiopolis.gr,6982498980,2021-02-17,Doctor
82141746813,Emmanouil,Bakogiannis,1981-09-24,emmanouil.bakogiannis@ygeiopolis.gr,6992664869,2022-06-09,Doctor
87486941559,Emmanouil,Tsoukalas,1984-08-28,emmanouil.tsoukalas@ygeiopolis.gr,6950119292,2015-08-28,Doctor
60511716039,Paraskevi,Christodoulou,1972-04-01,paraskevi.christodoulou@ygeiopolis.gr,6986365362,2016-02-14,Doctor
90670009942,Vasiliki,Michailidi,1982-12-22,vasiliki.michailidi1@ygeiopolis.gr,6989420466,2022-08-27,Doctor
96676056420,Olympia,Kalliga,1982-06-08,olympia.kalliga@ygeiopolis.gr,6956577580,2021-05-28,Doctor
53389062354,Olympia,Karamanli,1978-03-26,olympia.karamanli@ygeiopolis.gr,6962265401,2019-06-13,Doctor
53006221224,Foteini,Lamprou,1988-04-02,foteini.lamprou@ygeiopolis.gr,6976774625,2021-11-16,Doctor
11241158488,Thomas,Vlachopoulos,1967-09-10,thomas.vlachopoulos@ygeiopolis.gr,6960080179,2020-10-15,Doctor
82312995704,Athina,Karagianni,1976-05-12,athina.karagianni@ygeiopolis.gr,6926426121,2016-11-05,Doctor
43753659680,Ioannis,Oikonomou,1975-09-08,ioannis.oikonomou@ygeiopolis.gr,6985254824,2016-06-07,Doctor
54540064454,Petros,Papadimitriou,1967-02-13,petros.papadimitriou@ygeiopolis.gr,6975231123,2016-09-23,Doctor
97917763342,Aikaterini,Alexiou,1974-06-05,aikaterini.alexiou1@ygeiopolis.gr,6920388621,2020-04-28,Doctor
80196304530,Alexandra,Papadopoulou,1979-01-12,alexandra.papadopoulou@ygeiopolis.gr,6993588249,2017-07-28,Doctor
40018167784,Danai,Panagiotidi,1973-04-23,danai.panagiotidi@ygeiopolis.gr,6916524445,2017-12-07,Doctor
83851799378,Theodora,Archontopoulou,1991-07-27,theodora.archontopoulou1@ygeiopolis.gr,6905391287,2020-08-19,Doctor
69996988290,Danai,Alexiou,1982-08-24,danai.alexiou@ygeiopolis.gr,6957927147,2022-08-21,Doctor
30198642423,Evangelos,Antoniou,1971-05-27,evangelos.antoniou@ygeiopolis.gr,6939728339,2023-11-20,Doctor
87062932880,Michalis,Konstantinidis,1970-06-11,michalis.konstantinidis@ygeiopolis.gr,6983221010,2017-01-28,Doctor
01867661008,Theodoros,Papadopoulos,1968-01-20,theodoros.papadopoulos@ygeiopolis.gr,6998761081,2024-03-03,Doctor
61403845319,Christina,Michailidi,1973-06-25,christina.michailidi@ygeiopolis.gr,6907468235,2018-06-21,Doctor
51003076205,Danai,Diamanti,1983-11-11,danai.diamanti@ygeiopolis.gr,6959671500,2019-11-21,Doctor
64110654113,Ariadni,Antoniou,1983-09-19,ariadni.antoniou@ygeiopolis.gr,6907851699,2018-01-06,Doctor
90583668348,Eleni,Oikonomou,1990-01-21,eleni.oikonomou@ygeiopolis.gr,6968999626,2021-10-21,Doctor
83868889178,Olympia,Papadopoulou,1966-10-01,olympia.papadopoulou1@ygeiopolis.gr,6979150596,2017-01-09,Doctor
97609320126,Ioanna,Nikolaidi,1980-04-17,ioanna.nikolaidi@ygeiopolis.gr,6978982604,2015-11-19,Doctor
17558517774,Markos,Mavridis,1992-04-29,markos.mavridis@ygeiopolis.gr,6927469211,2021-01-28,Doctor
99626422297,Athanasios,Georgiou,1981-05-19,athanasios.georgiou@ygeiopolis.gr,6989170454,2016-06-24,Doctor
57056820922,Leonidas,Ioannidis,1979-11-27,leonidas.ioannidis@ygeiopolis.gr,6970900163,2022-11-24,Doctor
07232472828,Theodora,Vasileiou,1968-12-18,theodora.vasileiou@ygeiopolis.gr,6954001788,2017-01-18,Doctor
31261685071,Evangelos,Eleftheriadis,1993-09-24,evangelos.eleftheriadis@ygeiopolis.gr,6958011950,2021-11-05,Doctor
15261053709,Dionysios,Dimitriou,1990-04-08,dionysios.dimitriou@ygeiopolis.gr,6930071695,2022-08-19,Doctor
41894854329,Giannis,Papageorgiou,1972-12-18,giannis.papageorgiou@ygeiopolis.gr,6976989365,2016-06-22,Doctor
16198273481,Georgia,Papageorgiou,1986-10-23,georgia.papageorgiou@ygeiopolis.gr,6910450258,2022-06-12,Doctor
17435748352,Evangelia,Oikonomidi,1977-07-03,evangelia.oikonomidi@ygeiopolis.gr,6980648606,2020-01-09,Doctor
48838425364,Petros,Athanasiou,1978-03-02,petros.athanasiou@ygeiopolis.gr,6928055077,2018-02-07,Doctor
79551562392,Emmanouil,Michailidis,1995-12-09,emmanouil.michailidis2@ygeiopolis.gr,6990855107,2022-01-20,Doctor
91311178619,Nikoletta,Vlachopoulou,1995-07-09,nikoletta.vlachopoulou@ygeiopolis.gr,6925476022,2022-02-09,Doctor
53541201227,Emmanouil,Tsoukalas,1982-04-20,emmanouil.tsoukalas1@ygeiopolis.gr,6995002601,2018-08-01,Doctor
25947950740,Ilias,Makris,1974-04-16,ilias.makris@ygeiopolis.gr,6917327980,2018-12-20,Doctor
31006493403,Stavroula,Vlachopoulou,1970-05-28,stavroula.vlachopoulou@ygeiopolis.gr,6910452036,2015-07-06,Doctor
84913599285,Katerina,Nikolaidi,1980-11-06,katerina.nikolaidi@ygeiopolis.gr,6935952056,2015-10-17,Doctor
79900696801,Konstantinos,Sidiropoulos,1971-11-07,konstantinos.sidiropoulos@ygeiopolis.gr,6967740378,2017-12-29,Doctor
94495300677,Ioannis,Stamatiou,1979-06-19,ioannis.stamatiou@ygeiopolis.gr,6925503250,2015-10-26,Doctor
54262417842,Christina,Antoniou,1970-04-06,christina.antoniou@ygeiopolis.gr,6902923345,2016-01-26,Doctor
90605308868,Giannis,Angelopoulos,1985-01-05,giannis.angelopoulos@ygeiopolis.gr,6930211667,2017-06-19,Doctor
57598875921,Giannis,Ioannidis,1988-09-14,giannis.ioannidis@ygeiopolis.gr,6999642603,2017-09-11,Doctor
02755821477,Margarita,Oikonomidi,1995-04-08,margarita.oikonomidi@ygeiopolis.gr,6992071152,2017-07-13,Doctor
62192158189,Theodoros,Stamatiou,1974-06-12,theodoros.stamatiou@ygeiopolis.gr,6905916118,2019-11-24,Doctor
58819597721,Antonis,Michailidis,1979-04-02,antonis.michailidis@ygeiopolis.gr,6988005378,2023-08-02,Doctor
69289728454,Panagiotis,Kalligas,1993-12-23,panagiotis.kalligas@ygeiopolis.gr,6918227200,2016-12-28,Doctor
23220414474,Eleftherios,Alexiou,1967-01-01,eleftherios.alexiou@ygeiopolis.gr,6932811659,2021-10-03,Doctor
02030423227,Giannis,Mavridis,1974-01-13,giannis.mavridis@ygeiopolis.gr,6952135302,2020-08-23,Doctor
06463005937,Pavlos,Lazaridis,1975-11-17,pavlos.lazaridis@ygeiopolis.gr,6975691983,2016-06-24,Doctor
91617469029,Nikos,Papanikolaou,1972-07-23,nikos.papanikolaou@ygeiopolis.gr,6931043841,2021-12-14,Doctor
29131670805,Eirini,Papanikolaou,1978-03-03,eirini.papanikolaou1@ygeiopolis.gr,6985667063,2022-11-08,Doctor
19865504944,Aggeliki,Chatzidaki,1982-11-23,aggeliki.chatzidaki@ygeiopolis.gr,6907663493,2023-01-16,Doctor
04962732262,Pavlos,Tsakalidis,1976-11-29,pavlos.tsakalidis@ygeiopolis.gr,6911424362,2024-04-17,Doctor
54218808799,Stavroula,Kalliga,1991-12-22,stavroula.kalliga@ygeiopolis.gr,6996234199,2022-08-28,Doctor
38532472505,Georgia,Panagiotidi,1972-07-11,georgia.panagiotidi@ygeiopolis.gr,6933343031,2015-11-19,Doctor
76054576947,Danai,Oikonomou,1981-07-14,danai.oikonomou@ygeiopolis.gr,6976945353,2019-11-24,Doctor
46698616342,Elisavet,Papageorgiou,1992-10-29,elisavet.papageorgiou@ygeiopolis.gr,6925450809,2018-09-22,Doctor
52692559664,Despoina,Georgiou,1976-05-03,despoina.georgiou@ygeiopolis.gr,6921307423,2019-02-16,Doctor
61404893326,Athanasios,Oikonomidis,1991-02-26,athanasios.oikonomidis@ygeiopolis.gr,6945430796,2017-06-20,Doctor
00817852211,Evangelia,Dimitriou,1979-11-07,evangelia.dimitriou@ygeiopolis.gr,6987184523,2019-01-25,Doctor
68744701732,Nikoletta,Oikonomidi,1967-04-21,nikoletta.oikonomidi1@ygeiopolis.gr,6908652377,2020-01-30,Doctor
56337014005,Aristeidis,Petridis,1989-07-14,aristeidis.petridis@ygeiopolis.gr,6978105580,2015-05-29,Doctor
22142573160,Michalis,Papageorgiou,1969-04-09,michalis.papageorgiou@ygeiopolis.gr,6943913681,2020-07-17,Doctor
13695528620,Dimitris,Stamatiou,1969-06-02,dimitris.stamatiou@ygeiopolis.gr,6929735259,2018-12-13,Doctor
22739389920,Stefanos,Chatzidakis,1983-06-27,stefanos.chatzidakis@ygeiopolis.gr,6957353236,2019-10-15,Doctor
07610870826,Grigoris,Tsakalidis,1969-02-20,grigoris.tsakalidis@ygeiopolis.gr,6971823601,2015-02-27,Doctor
61583882176,Sofia,Chatzidaki,1984-08-13,sofia.chatzidaki@ygeiopolis.gr,6984673574,2016-06-20,Doctor
22280194425,Ioannis,Makris,1971-03-31,ioannis.makris@ygeiopolis.gr,6992225606,2017-01-19,Doctor
06373118046,Christina,Michailidi,1974-04-25,christina.michailidi1@ygeiopolis.gr,6941307538,2018-06-02,Doctor
01362608463,Sotiris,Chatzidakis,1970-10-07,sotiris.chatzidakis@ygeiopolis.gr,6975615470,2019-01-20,Doctor
12151641195,Georgia,Chronopoulou,1981-07-29,georgia.chronopoulou@ygeiopolis.gr,6964091969,2017-05-16,Doctor
75207020426,Ioanna,Kalliga,1989-04-10,ioanna.kalliga@ygeiopolis.gr,6901971212,2018-06-13,Doctor
36967897609,Vasilis,Chronopoulos,1972-11-26,vasilis.chronopoulos@ygeiopolis.gr,6973126773,2015-11-24,Doctor
60759889786,Georgios,Eleftheriadis,1980-07-26,georgios.eleftheriadis@ygeiopolis.gr,6933943191,2022-01-24,Doctor
