AMKA,first_name,last_name,fathers_name,date_of_birth,gender,weight,height,phone_number,email,address,occupation,nationality,insurance_provider
80439429008,Grigoris,Antoniou,Fotios,1964-08-23,M,48,180,6992585783,grigoris.antoniou@ygeiopolis.gr,"Panepistimiou 193, Athens",Chef,DE,EOPYY
95140501813,Georgia,Vlachopoulou,Thomas,1961-08-21,F,130,156,6917000485,georgia.vlachopoulou@ygeiopolis.gr,"Patision 186, Athens",Student,GR,EOPYY
11148324096,Anastasios,Triantafyllou,Ilias,1958-02-18,M,126,\N,6926121669,anastasios.triantafyllou@ygeiopolis.gr,"Stadiou 17, Athens",Student,DE,EOPYY
36841434462,Petros,Kalligas,Grigoris,2009-08-26,M,92,\N,6907490538,petros.kalligas@ygeiopolis.gr,"Athinas 187, Athens",Chef,GR,Ethniki
15551849552,Elisavet,Papadimitriou,Aristeidis,1969-07-04,F,112,191,6943522173,elisavet.papadimitriou@ygeiopolis.gr,"Pireos 44, Athens",Driver,DE,Generali
81314562530,Xanthi,Karagianni,Konstantinos,2005-10-02,F,84,168,6924130011,xanthi.karagianni@ygeiopolis.gr,"Panepistimiou 120, Athens",Farmer,GR,Generali
11350764996,Aristeidis,Karamanlis,Spyros,1984-11-05,M,123,181,6976339680,aristeidis.karamanlis@ygeiopolis.gr,"Alexandras 13, Athens",Engineer,BG,EOPYY
97446970711,Theodora,Petridi,Fotios,1971-03-21,F,70,170,6995111578,theodora.petridi2@ygeiopolis.gr,"Pireos 95, Athens",Lawyer,GR,EOPYY
71178444002,Maria,Tsakalidi,Anastasios,1959-08-02,F,99,168,6948942443,maria.tsakalidi@ygeiopolis.gr,"Vasilissis Sofias 138, Athens",Lawyer,GB,EOPYY
33188156754,Georgios,Bakogiannis,Ioannis,2014-07-11,M,101,169,6954557970,georgios.bakogiannis@ygeiopolis.gr,"Pireos 164, Athens",Lawyer,GB,EOPYY
17748565264,Spyros,Spanos,Michalis,1943-07-04,M,\N,\N,6943742822,spyros.spanos@ygeiopolis.gr,"Kifissias 75, Athens",Engineer,GR,EOPYY
05065069615,Vasilis,Oikonomidis,Antonis,1943-04-05,M,48,200,6984452364,vasilis.oikonomidis@ygeiopolis.gr,"Solonos 174, Athens",Chef,GR,EOPYY
19679296058,Dionysios,Spanos,Leonidas,1986-10-04,M,50,179,6931434220,dionysios.spanos@ygeiopolis.gr,"Akadimias 43, Athens",Lawyer,GR,Generali
67873880111,Alexandros,Karagiannis,Ioannis,1953-01-05,M,108,167,6905292383,alexandros.karagiannis@ygeiopolis.gr,"Vasilissis Sofias 135, Athens",Retired,GR,EOPYY
55427933997,Christos,Petridis,Georgios,2020-05-17,M,\N,177,6914616904,christos.petridis1@ygeiopolis.gr,"Pireos 195, Athens",Lawyer,AL,EOPYY
04851199065,Sotiris,Petridis,Emmanouil,1957-11-03,M,68,195,6932267911,sotiris.petridis@ygeiopolis.gr,"Akadimias 175, Athens",Teacher,BG,Allianz
88366079833,Evangelos,Michailidis,Eleftherios,1965-11-25,M,94,175,6908337836,evangelos.michailidis@ygeiopolis.gr,"Kifissias 165, Athens",Teacher,CY,Uninsured
93604709280,Paraskevi,Papadopoulou,Petros,2004-04-20,F,74,190,6971421374,paraskevi.papadopoulou@ygeiopolis.gr,"Akadimias 176, Athens",Lawyer,GR,Eurolife
95981618098,Despoina,Georgiou,Nikos,1951-11-28,F,79,171,6998804093,despoina.georgiou1@ygeiopolis.gr,"Omirou 33, Athens",Farmer,AL,EOPYY
01699329745,Michalis,Spanos,Alexandros,2016-09-14,Other,73,177,6965160862,michalis.spanos@ygeiopolis.gr,"Kifissias 185, Athens",Student,GB,Ethniki
72391918465,Anastasia,Papadopoulou,Markos,1942-04-04,F,91,189,6906369851,anastasia.papadopoulou1@ygeiopolis.gr,"Athinas 149, Athens",Doctor,BG,Interamerican
14370434249,Olympia,Tsakalidi,Pavlos,2016-01-29,F,68,158,6926317774,olympia.tsakalidi2@ygeiopolis.gr,"Pireos 28, Athens",Student,GR,EOPYY
13563431719,Ioannis,Spanos,Panagiotis,1964-12-05,M,126,160,6963354715,ioannis.spanos1@ygeiopolis.gr,"Alexandras 78, Athens",Student,GR,EOPYY
02845718691,Vasiliki,Kalliga,Grigoris,1957-07-02,F,98,162,6916254993,vasiliki.kalliga2@ygeiopolis.gr,"Panepistimiou 133, Athens",Teacher,GR,Ethniki
31217894069,Aggeliki,Michailidi,Kyriakos,1956-04-29,F,53,156,6929672041,aggeliki.michailidi1@ygeiopolis.gr,"Pireos 97, Athens",Clerk,AL,EOPYY
84039726754,Eleftherios,Panagiotidis,Kyriakos,1994-05-11,M,70,196,6969094142,eleftherios.panagiotidis@ygeiopolis.gr,"Patision 56, Athens",Retired,GR,MetLife
58692254376,Stefanos,Papadimitriou,Pavlos,2007-10-10,M,88,171,6962871171,stefanos.papadimitriou@ygeiopolis.gr,"Alexandras 50, Athens",Doctor,CY,EOPYY
14914215440,Filippos,Panagiotidis,Emmanouil,1973-05-10,M,\N,160,6976242857,filippos.panagiotidis@ygeiopolis.gr,"Ermou 172, Athens",Student,GR,Generali
40723461504,Christos,Tsoukalas,Panagiotis,2014-10-03,M,\N,189,6970829220,christos.tsoukalas@ygeiopolis.gr,"Patision 2, Athens",Chef,GR,Ethniki
39049757456,Charalampos,Papadimitriou,Antonis,1942-02-03,M,98,186,6944263333,charalampos.papadimitriou@ygeiopolis.gr,"Solonos 11, Athens",Clerk,DE,Generali
90359341773,Evangelos,Athanasiou,Eleftherios,2007-01-29,M,100,186,6930718218,evangelos.athanasiou@ygeiopolis.gr,"Akadimias 57, Athens",Driver,GR,Interamerican
02579535644,Elisavet,Papageorgiou,Panagiotis,1966-03-21,F,95,151,6919354728,elisavet.papageorgiou2@ygeiopolis.gr,"Pireos 41, Athens",Doctor,GR,MetLife
39572869395,Foteini,Vlachopoulou,Alexandros,2004-03-28,F,82,153,6906733382,foteini.vlachopoulou2@ygeiopolis.gr,"Omirou 46, Athens",Lawyer,AL,Ethniki
05187032217,Kyriakos,Vasileiou,Ilias,1984-06-09,M,\N,161,6999025498,kyriakos.vasileiou@ygeiopolis.gr,"Patision 177, Athens",Farmer,GB,EOPYY
25176668992,Nikos,Oikonomidis,Spyros,2014-10-11,M,126,173,6974621334,nikos.oikonomidis1@ygeiopolis.gr,"Kifissias 90, Athens",Retired,GB,Ethniki
66955770518,Filippos,Karagiannis,Markos,1988-11-14,M,45,158,6906799645,filippos.karagiannis@ygeiopolis.gr,"Omirou 85, Athens",Teacher,GR,Ethniki
27502092252,Sofia,Sidiropoulou,Theodoros,2015-07-06,F,57,168,6938029446,sofia.sidiropoulou@ygeiopolis.gr,"Syngrou 119, Athens",Driver,BG,Interamerican
53595228751,Theodora,Diamanti,Giannis,2013-09-24,F,81,177,6990181749,theodora.diamanti1@ygeiopolis.gr,"Panepistimiou 54, Athens",Lawyer,GR,EOPYY
04208418286,Dimitra,Georgiou,Athanasios,1996-08-12,F,60,186,6990787255,dimitra.georgiou@ygeiopolis.gr,"Panepistimiou 118, Athens",Engineer,CY,Generali
82770699226,Elisavet,Michailidi,Andreas,1971-08-18,F,47,\N,6956949060,elisavet.michailidi@ygeiopolis.gr,"Ermou 58, Athens",Clerk,GR,Eurolife
91387870188,Despoina,Vasileiou,Alexandros,2017-06-04,F,80,\N,6913379523,despoina.vasileiou1@ygeiopolis.gr,"Solonos 114, Athens",Farmer,GR,Generali
81322082204,Foteini,Angelopoulou,Fotios,2000-01-29,F,105,198,6943519788,foteini.angelopoulou@ygeiopolis.gr,"Patision 75, Athens",Teacher,AL,Generali
83137743403,Alexandra,Konstantinidi,Konstantinos,1936-10-29,F,74,160,6957925173,alexandra.konstantinidi@ygeiopolis.gr,"Athinas 42, Athens",Farmer,GR,Ethniki
08212407664,Theodora,Papanikolaou,Ilias,1960-11-11,F,77,174,6936292135,theodora.papanikolaou@ygeiopolis.gr,"Syngrou 177, Athens",Engineer,GR,EOPYY
42175639490,Anastasios,Athanasiou,Evangelos,1940-12-02,M,82,160,6965144446,anastasios.athanasiou@ygeiopolis.gr,"Alexandras 35, Athens",Retired,BG,Generali
72715422412,Athina,Karagianni,Giannis,1996-11-25,F,103,152,6938341247,athina.karagianni@ygeiopolis.gr,"Mesogeion 77, Athens",Driver,GR,EOPYY
38076402349,Anastasios,Karagiannis,Aristeidis,1961-10-11,M,53,175,6946668918,anastasios.karagiannis2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
30833493987,Katerina,Papanikolaou,Thomas,2001-08-16,F,55,156,6998686988,katerina.papanikolaou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
61890066517,Athina,Oikonomidi,Dionysios,1980-05-12,F,103,179,6934101797,athina.oikonomidi1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
86584572941,Michalis,Triantafyllou,Dimitris,1965-01-12,M,77,186,6976243547,michalis.triantafyllou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
43679191460,Giannis,Bakogiannis,Vasilis,1986-07-08,M,90,168,6903787965,giannis.bakogiannis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
14809203580,Anastasios,Lazaridis,Dimitris,1989-12-10,M,95,170,6987325160,anastasios.lazaridis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
66670388109,Despoina,Lamprou,Dimitris,1991-05-17,F,89,179,6988582526,despoina.lamprou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
89962446077,Eleni,Lazaridi,Michalis,1958-06-26,F,104,163,6905696573,eleni.lazaridi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
59966140765,Markos,Papadimitriou,Georgios,1981-11-30,M,70,179,6922788673,markos.papadimitriou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
00380964193,Alexandros,Lamprou,Dionysios,1986-12-15,M,99,167,6911011387,alexandros.lamprou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
42318599876,Theodoros,Oikonomidis,Ilias,1966-06-25,M,90,170,6958637719,theodoros.oikonomidis1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
11588252873,Paraskevi,Bakogianni,Eleftherios,1956-04-13,F,70,188,6902139469,paraskevi.bakogianni@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
09586604103,Ioannis,Athanasiou,Petros,1959-04-28,M,90,186,6927746589,ioannis.athanasiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
17411589923,Alexandra,Oikonomou,Leonidas,1972-04-01,F,94,192,6985200638,alexandra.oikonomou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
16582681222,Evangelia,Mavridi,Michalis,1952-01-07,F,85,195,6909259509,evangelia.mavridi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
97840376690,Nikoletta,Karagianni,Antonis,1999-08-13,F,118,194,6924328253,nikoletta.karagianni@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
07344029977,Konstantinos,Chatzidakis,Fotios,1954-04-19,M,66,166,6934947189,konstantinos.chatzidakis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
33998399469,Maria,Sidiropoulou,Christos,1992-08-07,F,95,173,6943663286,maria.sidiropoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
07178332032,Anastasia,Petridi,Michalis,1996-05-09,F,70,176,6975082927,anastasia.petridi2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
67371788460,Christos,Panagiotidis,Vasilis,1952-04-21,M,84,191,6999821893,christos.panagiotidis1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
81361572468,Danai,Papadimitriou,Emmanouil,1978-10-19,F,110,189,6998315264,danai.papadimitriou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
99282139735,Leonidas,Athanasiou,Athanasios,1992-02-29,M,90,172,6918152711,leonidas.athanasiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
09729584800,Antonis,Triantafyllou,Antonis,1973-08-26,M,56,174,6946917245,antonis.triantafyllou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
33842492154,Sofia,Christodoulou,Konstantinos,1999-07-07,F,105,168,6933622037,sofia.christodoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
14798779020,Athanasios,Spanos,Filippos,1954-04-01,M,111,192,6929140815,athanasios.spanos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
01960837712,Stavroula,Makri,Alexandros,1946-08-13,F,50,171,6907625528,stavroula.makri@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
96982686394,Georgia,Karamanli,Nikos,1992-12-17,F,120,177,6955717341,georgia.karamanli@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
16515529338,Charalampos,Triantafyllou,Aristeidis,1974-05-07,M,59,165,6973244483,charalampos.triantafyllou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
99033323830,Filippos,Spanos,Ioannis,1974-08-14,M,99,155,6985997109,filippos.spanos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
83109181143,Dimitris,Stamatiou,Panagiotis,2006-02-03,M,72,164,6945088253,dimitris.stamatiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
19364190183,Elisavet,Vlachopoulou,Filippos,1965-06-20,F,113,170,6963877005,elisavet.vlachopoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
34853978044,Dimitris,Tsoukalas,Grigoris,1974-02-07,M,73,164,6973626389,dimitris.tsoukalas@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
24635325266,Christina,Papadimitriou,Aristeidis,1982-05-04,F,117,162,6988405895,christina.papadimitriou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
99590312887,Aggeliki,Lazaridi,Anastasios,1958-06-14,F,88,165,6964218854,aggeliki.lazaridi2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
17648607278,Ioanna,Vlachopoulou,Dimitris,1961-09-23,F,89,183,6942510000,ioanna.vlachopoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
06275112019,Sotiris,Georgiou,Nikos,1993-03-24,M,94,158,6995608168,sotiris.georgiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
96533045003,Paraskevi,Chronopoulou,Anastasios,1952-04-06,F,111,169,6972208869,paraskevi.chronopoulou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
50513769411,Theodoros,Triantafyllou,Christos,2000-05-08,M,116,161,6922789234,theodoros.triantafyllou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
00247361233,Aikaterini,Makri,Spyros,1951-08-08,F,73,171,6945155249,aikaterini.makri1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
76306845286,Danai,Lamprou,Aristeidis,1966-01-11,F,70,183,6928235974,danai.lamprou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
81450634895,Vasilis,Oikonomidis,Charalampos,1965-01-12,M,66,159,6914883001,vasilis.oikonomidis1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
31131899233,Nikos,Karamanlis,Thomas,1998-11-04,M,112,164,6920784646,nikos.karamanlis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
56997258681,Eirini,Eleftheriadi,Filippos,1947-04-22,F,71,168,6908063493,eirini.eleftheriadi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
80648358242,Georgia,Michailidi,Panagiotis,1991-05-29,F,105,180,6947933242,georgia.michailidi1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
27783503614,Alexandra,Tsakalidi,Sotiris,1993-02-25,F,76,156,6919860713,alexandra.tsakalidi1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
54749729081,Eirini,Lazaridi,Grigoris,1977-10-20,F,100,168,6988536499,eirini.lazaridi1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
90533851890,Kalliopi,Tsoukala,Emmanouil,1999-02-12,F,116,195,6953171041,kalliopi.tsoukala1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
65021799475,Alexandros,Karagiannis,Ioannis,1983-04-18,M,57,195,6966434642,alexandros.karagiannis1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
58426653003,Despoina,Konstantinidi,Leonidas,2000-12-13,F,78,195,6979461197,despoina.konstantinidi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
11197638326,Vasilis,Papadopoulos,Pavlos,1960-10-12,M,118,167,6993591966,vasilis.papadopoulos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
15018529437,Grigoris,Tsakalidis,Athanasios,1967-03-25,M,67,168,6972244394,grigoris.tsakalidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
37062165277,Despoina,Papadopoulou,Petros,1964-06-11,F,52,189,6994927849,despoina.papadopoulou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
97995304245,Theodora,Lamprou,Petros,1967-08-08,F,98,191,6993465465,theodora.lamprou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
51719768535,Dimitris,Antoniou,Anastasios,1947-10-12,M,114,167,6984950559,dimitris.antoniou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
27289224360,Vasilis,Tsoukalas,Petros,1967-04-26,M,66,182,6996814412,vasilis.tsoukalas@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
04228833996,Ilias,Chronopoulos,Christos,1949-02-17,M,54,166,6969950295,ilias.chronopoulos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
46044201417,Athanasios,Dimitriou,Eleftherios,1970-01-25,M,66,174,6906244940,athanasios.dimitriou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
62436757724,Dionysios,Karamanlis,Leonidas,1986-04-09,M,54,180,6912116938,dionysios.karamanlis1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
59187252246,Eleni,Eleftheriadi,Christos,1976-11-19,F,115,187,6912742426,eleni.eleftheriadi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
55827839574,Pavlos,Papadimitriou,Dionysios,1968-12-28,M,77,183,6922794041,pavlos.papadimitriou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
25638623636,Leonidas,Nikolaidis,Fotios,1972-03-08,M,68,167,6970383404,leonidas.nikolaidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
63528156875,Aikaterini,Bakogianni,Antonis,1992-01-30,F,117,183,6960749655,aikaterini.bakogianni@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
04900762230,Filippos,Kalligas,Stefanos,1986-02-03,M,52,162,6901948256,filippos.kalligas@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
17260982029,Dimitra,Oikonomidi,Christos,2005-04-16,F,113,186,6957277453,dimitra.oikonomidi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
57983465323,Anastasios,Mavridis,Leonidas,1968-10-10,M,108,169,6980088770,anastasios.mavridis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
62432407688,Aikaterini,Panagiotidi,Dimitris,1968-06-18,F,55,160,6986357149,aikaterini.panagiotidi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
43992272387,Dionysios,Tsoukalas,Georgios,1979-05-05,M,69,177,6940953971,dionysios.tsoukalas@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
62660907343,Emmanouil,Chatzidakis,Stefanos,1973-12-27,M,58,165,6922376062,emmanouil.chatzidakis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
17726224887,Andreas,Papanikolaou,Petros,1951-06-11,M,109,191,6914406022,andreas.papanikolaou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
37704031837,Evangelos,Athanasiou,Evangelos,1966-05-17,M,117,170,6977878710,evangelos.athanasiou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
33703046077,Aikaterini,Vlachopoulou,Michalis,1987-07-10,F,75,158,6929593156,aikaterini.vlachopoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
02370648953,Petros,Oikonomidis,Michalis,1980-11-30,M,113,170,6924698154,petros.oikonomidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
18878089024,Emmanouil,Lazaridis,Antonis,1964-02-26,M,94,195,6971591472,emmanouil.lazaridis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
23110129364,Eleni,Diamanti,Thomas,1965-09-18,F,116,187,6979302147,eleni.diamanti@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
83257204186,Christos,Ioannidis,Petros,1978-11-24,M,97,181,6980040329,christos.ioannidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
95389081686,Antonis,Panagiotidis,Georgios,1958-07-09,M,76,178,6951651801,antonis.panagiotidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
48179015569,Eleftherios,Papadopoulos,Andreas,1986-12-21,M,77,156,6955341572,eleftherios.papadopoulos1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
85538132698,Eleftherios,Antoniou,Christos,1981-11-08,M,95,166,6985234326,eleftherios.antoniou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
83121229172,Filippos,Ioannidis,Nikos,1954-06-30,M,54,166,6932246483,filippos.ioannidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
28055359267,Katerina,Nikolaidi,Theodoros,1982-02-10,F,70,177,6965924847,katerina.nikolaidi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
94049116484,Kalliopi,Spanou,Dionysios,1962-06-12,F,84,159,6922206912,kalliopi.spanou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
91470789992,Ariadni,Diamanti,Kyriakos,2003-02-01,F,82,171,6993969985,ariadni.diamanti@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
20724238904,Anastasia,Diamanti,Georgios,1979-07-21,F,82,176,6937293102,anastasia.diamanti@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
32597196355,Dionysios,Vasileiou,Theodoros,1948-07-17,M,115,174,6940062691,dionysios.vasileiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
59020391611,Fotios,Vlachopoulos,Aristeidis,1973-10-25,M,56,172,6940505685,fotios.vlachopoulos1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
45522278028,Pinelopi,Vlachopoulou,Georgios,1971-06-19,F,116,165,6966808603,pinelopi.vlachopoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
94551060104,Xanthi,Mavridi,Spyros,1984-03-13,F,92,186,6993756438,xanthi.mavridi1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
17147176961,Sotiris,Vasileiou,Nikos,2000-01-14,M,70,185,6923030835,sotiris.vasileiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
05910454986,Dimitris,Dimitriou,Theodoros,1998-10-19,M,105,179,6971204930,dimitris.dimitriou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
12019000192,Antonis,Nikolaidis,Christos,1998-05-12,M,93,168,6963097369,antonis.nikolaidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
99270333841,Evangelos,Oikonomidis,Eleftherios,1993-10-19,M,110,167,6959532916,evangelos.oikonomidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
24600664917,Ioanna,Vlachopoulou,Stefanos,1963-09-03,F,78,194,6931545406,ioanna.vlachopoulou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
49752386910,Stavroula,Spanou,Filippos,1998-04-06,F,60,181,6966993663,stavroula.spanou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
26278367059,Despoina,Christodoulou,Dimitris,1968-04-22,F,67,168,6945406486,despoina.christodoulou2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
42136176325,Ioanna,Vasileiou,Theodoros,1994-11-05,F,54,155,6948992582,ioanna.vasileiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
87433620585,Margarita,Vasileiou,Dimitris,2004-12-20,F,66,183,6983431165,margarita.vasileiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
94170294969,Georgia,Papadimitriou,Dionysios,1986-11-25,F,87,155,6920311659,georgia.papadimitriou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
26029588402,Paraskevi,Petridi,Christos,1956-09-11,F,103,158,6902094669,paraskevi.petridi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
92476670508,Ariadni,Tsoukala,Michalis,1969-06-22,F,82,180,6933320618,ariadni.tsoukala@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
15755555730,Michalis,Vlachopoulos,Athanasios,1970-09-13,M,62,173,6978743239,michalis.vlachopoulos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
30526469196,Olympia,Oikonomou,Giannis,1947-12-07,F,100,194,6971957630,olympia.oikonomou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
73638710678,Fotios,Mavridis,Theodoros,1957-04-19,M,109,177,6933632547,fotios.mavridis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
15256372655,Vasiliki,Karamanli,Dimitris,1965-12-22,F,113,174,6982367977,vasiliki.karamanli@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
07074081652,Stavroula,Stamatiou,Theodoros,1952-09-07,F,74,173,6982197668,stavroula.stamatiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
93629077245,Dimitra,Papageorgiou,Pavlos,1948-09-20,F,97,177,6945395464,dimitra.papageorgiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
16867406143,Michalis,Stamatiou,Emmanouil,2000-02-27,M,82,158,6904626755,michalis.stamatiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
57579971392,Pavlos,Konstantinidis,Dimitris,1987-04-08,M,77,191,6924111714,pavlos.konstantinidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
86225937807,Vasiliki,Sidiropoulou,Charalampos,1958-06-15,F,107,190,6901682520,vasiliki.sidiropoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
19442077003,Konstantinos,Stamatiou,Stefanos,1999-03-15,M,56,160,6936442620,konstantinos.stamatiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
45654167086,Vasilis,Eleftheriadis,Ilias,1968-09-26,M,52,163,6982320476,vasilis.eleftheriadis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
97161609213,Evangelos,Oikonomou,Alexandros,1983-06-26,M,90,172,6928571038,evangelos.oikonomou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
24761409606,Katerina,Dimitriou,Dionysios,1979-05-30,F,94,156,6958832001,katerina.dimitriou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
20352284828,Foteini,Dimitriou,Vasilis,1963-06-30,F,61,170,6954692565,foteini.dimitriou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
